L1 Loss,CE Loss,Focal Loss(γ=0.5),Focal Loss(γ=2.0)
0.3496666666666667,0.32066666666666654,0.33711111111111103,0.2831111111111111
0.4643333333333334,0.359,0.47722222222222244,0.42099999999999993
0.5266666666666666,0.5042222222222223,0.5127777777777778,0.47566666666666646
0.5192222222222223,0.6131111111111113,0.6318888888888889,0.569111111111111
0.5575555555555556,0.6691111111111111,0.7051111111111111,0.31522222222222196
0.6067777777777776,0.7206666666666668,0.7586666666666666,0.6593333333333335
0.6242222222222222,0.715,0.7742222222222223,0.6931111111111112
0.6363333333333333,0.7342222222222222,0.8053333333333332,0.7206666666666667
0.642888888888889,0.7746666666666666,0.8,0.7461111111111112
0.6734444444444445,0.7918888888888889,0.8136666666666666,0.7523333333333333
0.7050000000000001,0.8273333333333334,0.8325555555555555,0.7915555555555556
0.7130000000000001,0.8253333333333334,0.8323333333333333,0.7938888888888889
0.721111111111111,0.8172222222222223,0.8501111111111112,0.7997777777777777
0.7115555555555555,0.8402222222222222,0.8375555555555556,0.7997777777777777
0.7312222222222222,0.8463333333333334,0.8062222222222223,0.8092222222222223
0.7382222222222222,0.8538888888888889,0.8585555555555555,0.8212222222222222
0.7391111111111113,0.86,0.8565555555555555,0.8234444444444444
0.7407777777777778,0.8578888888888889,0.8626666666666667,0.8261111111111111
0.7752222222222223,0.8604444444444446,0.8612222222222222,0.8215555555555556
0.782888888888889,0.862,0.8588888888888889,0.8307777777777778
0.7976666666666666,0.8627777777777779,0.8686666666666667,0.8356666666666667
0.8032222222222223,0.8721111111111112,0.8716666666666666,0.8344444444444445
0.8111111111111111,0.8694444444444445,0.8677777777777778,0.8371111111111111
0.808,0.8681111111111112,0.8681111111111112,0.8352222222222222
0.8147777777777778,0.8695555555555556,0.8684444444444444,0.8385555555555555
0.8172222222222222,0.8714444444444445,0.8722222222222222,0.840888888888889
0.8213333333333334,0.8726666666666667,0.8745555555555555,0.8412222222222222
0.8217777777777777,0.8724444444444445,0.8731111111111112,0.8387777777777778
0.8231111111111111,0.8723333333333333,0.8722222222222222,0.8421111111111111
0.8264444444444444,0.8727777777777778,0.8726666666666667,0.8452222222222223
