L1 Loss,CE Loss,Focal Loss(γ=0.5),Focal Loss(γ=2.0)
0.3089999999999997,0.37077777777777776,0.3536666666666667,0.3473333333333334
0.42533333333333323,0.5253333333333332,0.4063333333333333,0.46377777777777773
0.4563333333333335,0.6184444444444446,0.523888888888889,0.5574444444444446
0.49311111111111094,0.6352222222222224,0.6151111111111112,0.6094444444444447
0.49688888888888894,0.7040000000000001,0.6506666666666667,0.6303333333333334
0.5233333333333332,0.7745555555555556,0.7186666666666666,0.6868888888888889
0.54,0.7971111111111111,0.6965555555555557,0.7075555555555555
0.532888888888889,0.7997777777777777,0.7707777777777778,0.75
0.547888888888889,0.806,0.7617777777777777,0.7426666666666666
0.5339999999999999,0.8115555555555556,0.7965555555555556,0.7512222222222222
0.5704444444444443,0.8527777777777779,0.8191111111111111,0.8033333333333333
0.6385555555555557,0.8484444444444444,0.8185555555555556,0.7895555555555556
0.6773333333333331,0.8623333333333334,0.8346666666666667,0.8145555555555555
0.6861111111111111,0.8412222222222222,0.8316666666666667,0.8223333333333334
0.6914444444444445,0.8562222222222222,0.8240000000000001,0.8107777777777778
0.7145555555555556,0.8783333333333333,0.8595555555555555,0.8302222222222222
